Local time,Open,High,Low,Close,Volume
25.05.2018 20:00:00.000 GMT+0100,1.33205,1.33205,1.33114,1.33136,4847.5498
25.05.2018 21:00:00.000 GMT+0100,1.33134,1.33149,1.32928,1.32946,3555.4399
25.05.2018 22:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
25.05.2018 23:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 00:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 01:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 02:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 03:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 04:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 05:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 06:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 07:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 08:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 09:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 10:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 11:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 12:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 13:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 14:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 15:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 16:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 17:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 18:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 19:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 20:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 21:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 22:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
26.05.2018 23:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 00:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 01:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 02:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 03:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 04:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 05:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 06:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 07:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 08:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 09:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 10:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 11:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 12:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 13:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 14:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 15:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 16:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 17:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 18:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 19:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 20:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 21:00:00.000 GMT+0100,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 22:00:00.000 GMT+0100,1.33138,1.33201,1.33066,1.33089,3963.01
27.05.2018 23:00:00.000 GMT+0100,1.33090,1.33130,1.33023,1.33099,1967.11
28.05.2018 00:00:00.000 GMT+0100,1.33099,1.33108,1.33055,1.33077,1430.61
28.05.2018 01:00:00.000 GMT+0100,1.33077,1.33205,1.33056,1.33123,4704.2798
28.05.2018 02:00:00.000 GMT+0100,1.33124,1.33212,1.33095,1.33176,5355.73
28.05.2018 03:00:00.000 GMT+0100,1.33177,1.33210,1.33125,1.33185,3101.6799
28.05.2018 04:00:00.000 GMT+0100,1.33185,1.33322,1.33170,1.33310,3009.78
28.05.2018 05:00:00.000 GMT+0100,1.33310,1.33408,1.33296,1.33402,3170.6699
28.05.2018 06:00:00.000 GMT+0100,1.33400,1.33402,1.33347,1.33368,3486.47
28.05.2018 07:00:00.000 GMT+0100,1.33367,1.33368,1.33228,1.33302,9037.2598
28.05.2018 08:00:00.000 GMT+0100,1.33310,1.33327,1.33161,1.33230,10313.54
28.05.2018 09:00:00.000 GMT+0100,1.33230,1.33273,1.33137,1.33221,9224.8604
28.05.2018 10:00:00.000 GMT+0100,1.33222,1.33304,1.33133,1.33270,7119.25
28.05.2018 11:00:00.000 GMT+0100,1.33268,1.33371,1.33158,1.33317,11546.1699
28.05.2018 12:00:00.000 GMT+0100,1.33319,1.33320,1.33106,1.33121,7536.8599
28.05.2018 13:00:00.000 GMT+0100,1.33124,1.33162,1.32995,1.33048,8775
28.05.2018 14:00:00.000 GMT+0100,1.33050,1.33123,1.32996,1.33011,7776.5
28.05.2018 15:00:00.000 GMT+0100,1.33011,1.33055,1.32961,1.32981,6828.73
28.05.2018 16:00:00.000 GMT+0100,1.32982,1.33117,1.32980,1.33072,4953.3799
28.05.2018 17:00:00.000 GMT+0100,1.33071,1.33128,1.33060,1.33120,2920.6599
28.05.2018 18:00:00.000 GMT+0100,1.33118,1.33151,1.33080,1.33129,2471.8799
28.05.2018 19:00:00.000 GMT+0100,1.33133,1.33133,1.33099,1.33123,1727.41
28.05.2018 20:00:00.000 GMT+0100,1.33126,1.33144,1.33093,1.33107,4738.3599
28.05.2018 21:00:00.000 GMT+0100,1.33107,1.33130,1.33064,1.33092,2923.8201
28.05.2018 22:00:00.000 GMT+0100,1.33094,1.33102,1.33043,1.33090,1439.59
28.05.2018 23:00:00.000 GMT+0100,1.33087,1.33118,1.33065,1.33117,1130.41
29.05.2018 00:00:00.000 GMT+0100,1.33117,1.33139,1.33087,1.33118,1086.78
29.05.2018 01:00:00.000 GMT+0100,1.33120,1.33191,1.33055,1.33119,2269.3401
29.05.2018 02:00:00.000 GMT+0100,1.33121,1.33127,1.32964,1.33063,3993.05
29.05.2018 03:00:00.000 GMT+0100,1.33060,1.33181,1.33053,1.33167,2686.5701
29.05.2018 04:00:00.000 GMT+0100,1.33168,1.33250,1.33145,1.33204,2577.96
29.05.2018 05:00:00.000 GMT+0100,1.33204,1.33226,1.33174,1.33175,1537.77
29.05.2018 06:00:00.000 GMT+0100,1.33174,1.33216,1.33123,1.33145,1671.73
29.05.2018 07:00:00.000 GMT+0100,1.33143,1.33229,1.32798,1.32866,11152.1201
29.05.2018 08:00:00.000 GMT+0100,1.32866,1.32915,1.32409,1.32463,12305.6602
29.05.2018 09:00:00.000 GMT+0100,1.32463,1.32473,1.32044,1.32321,15346.8301
29.05.2018 10:00:00.000 GMT+0100,1.32315,1.32609,1.32283,1.32574,15718.0996
29.05.2018 11:00:00.000 GMT+0100,1.32575,1.32742,1.32377,1.32491,14624.6201
29.05.2018 12:00:00.000 GMT+0100,1.32489,1.32545,1.32315,1.32519,13947.2803
29.05.2018 13:00:00.000 GMT+0100,1.32520,1.32916,1.32475,1.32853,12483.7598
29.05.2018 14:00:00.000 GMT+0100,1.32852,1.32894,1.32673,1.32693,13012.46
29.05.2018 15:00:00.000 GMT+0100,1.32692,1.32980,1.32677,1.32723,13614.8701
29.05.2018 16:00:00.000 GMT+0100,1.32728,1.32728,1.32415,1.32578,13009.0801
29.05.2018 17:00:00.000 GMT+0100,1.32580,1.32598,1.32401,1.32432,8193.71
29.05.2018 18:00:00.000 GMT+0100,1.32432,1.32516,1.32282,1.32403,6561.3198
29.05.2018 19:00:00.000 GMT+0100,1.32403,1.32531,1.32359,1.32474,8955.9102
29.05.2018 20:00:00.000 GMT+0100,1.32477,1.32577,1.32407,1.32495,6771.8701
29.05.2018 21:00:00.000 GMT+0100,1.32495,1.32611,1.32416,1.32416,4237.1001
29.05.2018 22:00:00.000 GMT+0100,1.32407,1.32583,1.32407,1.32573,3826.4399
29.05.2018 23:00:00.000 GMT+0100,1.32575,1.32594,1.32538,1.32555,2005.64
30.05.2018 00:00:00.000 GMT+0100,1.32555,1.32600,1.32509,1.32535,2000.4
30.05.2018 01:00:00.000 GMT+0100,1.32535,1.32568,1.32446,1.32466,5121.7202
30.05.2018 02:00:00.000 GMT+0100,1.32467,1.32642,1.32446,1.32537,4542.0898
30.05.2018 03:00:00.000 GMT+0100,1.32537,1.32541,1.32418,1.32497,3590.51
30.05.2018 04:00:00.000 GMT+0100,1.32497,1.32570,1.32432,1.32515,3228.6799
30.05.2018 05:00:00.000 GMT+0100,1.32515,1.32557,1.32504,1.32535,2546.1299
30.05.2018 06:00:00.000 GMT+0100,1.32533,1.32601,1.32446,1.32594,3990.8701
30.05.2018 07:00:00.000 GMT+0100,1.32591,1.32757,1.32544,1.32736,10310.6504
30.05.2018 08:00:00.000 GMT+0100,1.32732,1.32920,1.32664,1.32881,12042.21
30.05.2018 09:00:00.000 GMT+0100,1.32878,1.32936,1.32567,1.32742,13088.1797
30.05.2018 10:00:00.000 GMT+0100,1.32743,1.32837,1.32561,1.32702,12523.0898
30.05.2018 11:00:00.000 GMT+0100,1.32699,1.32783,1.32550,1.32770,11825.6504
30.05.2018 12:00:00.000 GMT+0100,1.32768,1.32963,1.32714,1.32886,11400.3701
30.05.2018 13:00:00.000 GMT+0100,1.32886,1.33069,1.32826,1.32906,12683.6396
30.05.2018 14:00:00.000 GMT+0100,1.32906,1.33002,1.32817,1.32953,10815.5596
30.05.2018 15:00:00.000 GMT+0100,1.32951,1.32989,1.32680,1.32747,12160.5596
30.05.2018 16:00:00.000 GMT+0100,1.32748,1.33012,1.32698,1.32946,12115.6699
30.05.2018 17:00:00.000 GMT+0100,1.32945,1.33010,1.32737,1.32919,7182.7598
30.05.2018 18:00:00.000 GMT+0100,1.32920,1.32941,1.32806,1.32841,5849.4399
30.05.2018 19:00:00.000 GMT+0100,1.32840,1.32856,1.32703,1.32793,4491.4302
30.05.2018 20:00:00.000 GMT+0100,1.32792,1.32842,1.32746,1.32841,2852.4099
30.05.2018 21:00:00.000 GMT+0100,1.32840,1.32879,1.32800,1.32844,2785.71
30.05.2018 22:00:00.000 GMT+0100,1.32844,1.32880,1.32786,1.32838,2801.3201
30.05.2018 23:00:00.000 GMT+0100,1.32838,1.32886,1.32821,1.32841,2075.24
31.05.2018 00:00:00.000 GMT+0100,1.32840,1.32880,1.32814,1.32838,1422.1
31.05.2018 01:00:00.000 GMT+0100,1.32838,1.32989,1.32771,1.32976,4685.7598
31.05.2018 02:00:00.000 GMT+0100,1.32976,1.32984,1.32888,1.32939,5059.8799
31.05.2018 03:00:00.000 GMT+0100,1.32940,1.33009,1.32924,1.32966,3035.4099
31.05.2018 04:00:00.000 GMT+0100,1.32966,1.33122,1.32958,1.33045,4203.77
31.05.2018 05:00:00.000 GMT+0100,1.33046,1.33057,1.33004,1.33008,2135.49
31.05.2018 06:00:00.000 GMT+0100,1.33008,1.33217,1.32975,1.33166,5187.6899
31.05.2018 07:00:00.000 GMT+0100,1.33164,1.33285,1.33033,1.33133,9954.25
31.05.2018 08:00:00.000 GMT+0100,1.33133,1.33383,1.33067,1.33308,11598.1299
31.05.2018 09:00:00.000 GMT+0100,1.33311,1.33470,1.33247,1.33344,11149.4102
31.05.2018 10:00:00.000 GMT+0100,1.33343,1.33406,1.33123,1.33378,11642.4102
31.05.2018 11:00:00.000 GMT+0100,1.33378,1.33389,1.33134,1.33274,9532.4502
31.05.2018 12:00:00.000 GMT+0100,1.33273,1.33478,1.33224,1.33457,8749.1602
31.05.2018 13:00:00.000 GMT+0100,1.33458,1.33474,1.33167,1.33173,10865.3799
31.05.2018 14:00:00.000 GMT+0100,1.33171,1.33192,1.32789,1.32924,14952.1504
31.05.2018 15:00:00.000 GMT+0100,1.32925,1.33355,1.32908,1.33072,15138.4697
31.05.2018 16:00:00.000 GMT+0100,1.33071,1.33092,1.32777,1.32870,18163.7207
31.05.2018 17:00:00.000 GMT+0100,1.32868,1.32977,1.32825,1.32926,7716.4199
31.05.2018 18:00:00.000 GMT+0100,1.32926,1.32988,1.32857,1.32881,7834.1201
31.05.2018 19:00:00.000 GMT+0100,1.32882,1.33023,1.32852,1.32878,5630.29
31.05.2018 20:00:00.000 GMT+0100,1.32879,1.32949,1.32865,1.32914,5070.3398
31.05.2018 21:00:00.000 GMT+0100,1.32915,1.32960,1.32908,1.32957,2919.9399
31.05.2018 22:00:00.000 GMT+0100,1.32953,1.32954,1.32870,1.32909,2704.5601
31.05.2018 23:00:00.000 GMT+0100,1.32907,1.33001,1.32890,1.32990,2530.3799
01.06.2018 00:00:00.000 GMT+0100,1.32990,1.32990,1.32883,1.32887,1787.12
01.06.2018 01:00:00.000 GMT+0100,1.32888,1.32902,1.32829,1.32901,3081.8999
01.06.2018 02:00:00.000 GMT+0100,1.32898,1.32922,1.32777,1.32811,4387.29
01.06.2018 03:00:00.000 GMT+0100,1.32811,1.32838,1.32672,1.32691,4406.96
01.06.2018 04:00:00.000 GMT+0100,1.32690,1.32690,1.32571,1.32627,4153.0698
01.06.2018 05:00:00.000 GMT+0100,1.32627,1.32636,1.32595,1.32621,2448.78
01.06.2018 06:00:00.000 GMT+0100,1.32621,1.32733,1.32538,1.32733,3661.27
01.06.2018 07:00:00.000 GMT+0100,1.32730,1.32819,1.32654,1.32771,9474.9199
01.06.2018 08:00:00.000 GMT+0100,1.32771,1.32952,1.32685,1.32855,8374.7197
01.06.2018 09:00:00.000 GMT+0100,1.32853,1.32946,1.32763,1.32946,9041
01.06.2018 10:00:00.000 GMT+0100,1.32945,1.33087,1.32887,1.33024,8600.8203
01.06.2018 11:00:00.000 GMT+0100,1.33021,1.33292,1.33016,1.33232,9083.2402
01.06.2018 12:00:00.000 GMT+0100,1.33234,1.33339,1.33140,1.33198,9735.46
01.06.2018 13:00:00.000 GMT+0100,1.33197,1.33372,1.32830,1.33138,14498.8701
01.06.2018 14:00:00.000 GMT+0100,1.33139,1.33349,1.33080,1.33190,11972.1299
01.06.2018 15:00:00.000 GMT+0100,1.33190,1.33374,1.33052,1.33298,17137.9004
01.06.2018 16:00:00.000 GMT+0100,1.33298,1.33599,1.33272,1.33561,10274.5195
01.06.2018 17:00:00.000 GMT+0100,1.33561,1.33617,1.33441,1.33471,5064.3999
01.06.2018 18:00:00.000 GMT+0100,1.33470,1.33515,1.33383,1.33412,4220.5898
01.06.2018 19:00:00.000 GMT+0100,1.33414,1.33497,1.33414,1.33460,3103.5701
01.06.2018 20:00:00.000 GMT+0100,1.33460,1.33505,1.33437,1.33483,3017.1299
01.06.2018 21:00:00.000 GMT+0100,1.33483,1.33540,1.33448,1.33449,3445.24
01.06.2018 22:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
01.06.2018 23:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 00:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 01:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 02:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 03:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 04:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 05:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 06:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 07:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 08:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 09:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 10:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 11:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 12:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 13:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 14:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 15:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 16:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 17:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 18:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 19:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 20:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 21:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 22:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
02.06.2018 23:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 00:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 01:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 02:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 03:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 04:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 05:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 06:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 07:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 08:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 09:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 10:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 11:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 12:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 13:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 14:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 15:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 16:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 17:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 18:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 19:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 20:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 21:00:00.000 GMT+0100,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 22:00:00.000 GMT+0100,1.33310,1.33468,1.33306,1.33467,2912.1799
03.06.2018 23:00:00.000 GMT+0100,1.33472,1.33505,1.33433,1.33505,788.87
04.06.2018 00:00:00.000 GMT+0100,1.33506,1.33542,1.33494,1.33528,792.77
04.06.2018 01:00:00.000 GMT+0100,1.33528,1.33692,1.33520,1.33669,3203.1499
04.06.2018 02:00:00.000 GMT+0100,1.33671,1.33748,1.33617,1.33747,2638.74
04.06.2018 03:00:00.000 GMT+0100,1.33748,1.33768,1.33683,1.33700,2628.3201
04.06.2018 04:00:00.000 GMT+0100,1.33699,1.33768,1.33687,1.33737,2782.6799
04.06.2018 05:00:00.000 GMT+0100,1.33737,1.33741,1.33678,1.33713,1736.5601
04.06.2018 06:00:00.000 GMT+0100,1.33711,1.33726,1.33656,1.33670,1450.85
04.06.2018 07:00:00.000 GMT+0100,1.33666,1.33742,1.33597,1.33605,6851.7002
04.06.2018 08:00:00.000 GMT+0100,1.33603,1.33772,1.33530,1.33578,9117.25
04.06.2018 09:00:00.000 GMT+0100,1.33578,1.33751,1.33460,1.33663,9151.4902
04.06.2018 10:00:00.000 GMT+0100,1.33661,1.33985,1.33629,1.33876,7599.8398
04.06.2018 11:00:00.000 GMT+0100,1.33877,1.33946,1.33736,1.33860,7172.9702
04.06.2018 12:00:00.000 GMT+0100,1.33860,1.33874,1.33747,1.33868,5576.3599
04.06.2018 13:00:00.000 GMT+0100,1.33868,1.33924,1.33771,1.33793,6881.1001
04.06.2018 14:00:00.000 GMT+0100,1.33793,1.33855,1.33536,1.33611,7867.7798
04.06.2018 15:00:00.000 GMT+0100,1.33613,1.33645,1.33283,1.33319,8462.2402
04.06.2018 16:00:00.000 GMT+0100,1.33318,1.33383,1.32947,1.33141,7493.8599
04.06.2018 17:00:00.000 GMT+0100,1.33141,1.33167,1.33025,1.33127,5169.1699
04.06.2018 18:00:00.000 GMT+0100,1.33127,1.33292,1.33075,1.33290,3733.3701
04.06.2018 19:00:00.000 GMT+0100,1.33291,1.33309,1.33145,1.33160,4381.9199
04.06.2018 20:00:00.000 GMT+0100,1.33158,1.33170,1.33099,1.33128,2507.0801
04.06.2018 21:00:00.000 GMT+0100,1.33128,1.33153,1.33104,1.33122,1460.36
04.06.2018 22:00:00.000 GMT+0100,1.33118,1.33182,1.33106,1.33145,1281.83
04.06.2018 23:00:00.000 GMT+0100,1.33145,1.33177,1.33138,1.33142,1033.27
05.06.2018 00:00:00.000 GMT+0100,1.33144,1.33155,1.33110,1.33155,1582.62
05.06.2018 01:00:00.000 GMT+0100,1.33155,1.33197,1.33130,1.33134,2771.27
05.06.2018 02:00:00.000 GMT+0100,1.33135,1.33163,1.33050,1.33142,3667.1599
05.06.2018 03:00:00.000 GMT+0100,1.33143,1.33145,1.33032,1.33069,2335.8501
05.06.2018 04:00:00.000 GMT+0100,1.33069,1.33137,1.33066,1.33105,1508.63
05.06.2018 05:00:00.000 GMT+0100,1.33104,1.33112,1.33059,1.33080,2143.46
05.06.2018 06:00:00.000 GMT+0100,1.33083,1.33147,1.33019,1.33145,4102.1001
05.06.2018 07:00:00.000 GMT+0100,1.33143,1.33284,1.33102,1.33274,6122.46
05.06.2018 08:00:00.000 GMT+0100,1.33274,1.33326,1.33118,1.33219,9357.2803
05.06.2018 09:00:00.000 GMT+0100,1.33220,1.33810,1.33177,1.33739,10738.0898
05.06.2018 10:00:00.000 GMT+0100,1.33747,1.33845,1.33657,1.33802,9467.5
05.06.2018 11:00:00.000 GMT+0100,1.33804,1.33921,1.33541,1.33583,9325.4805
05.06.2018 12:00:00.000 GMT+0100,1.33583,1.33686,1.33512,1.33576,7707.21
05.06.2018 13:00:00.000 GMT+0100,1.33574,1.33734,1.33449,1.33727,12451.46
05.06.2018 14:00:00.000 GMT+0100,1.33725,1.33729,1.33486,1.33557,10150.8604
05.06.2018 15:00:00.000 GMT+0100,1.33556,1.33556,1.33329,1.33400,9562.7695
05.06.2018 16:00:00.000 GMT+0100,1.33402,1.33628,1.33402,1.33587,10131.04
05.06.2018 17:00:00.000 GMT+0100,1.33589,1.33877,1.33570,1.33813,12314.5098
05.06.2018 18:00:00.000 GMT+0100,1.33814,1.34086,1.33811,1.34037,7003.77
05.06.2018 19:00:00.000 GMT+0100,1.34037,1.34067,1.33921,1.33923,5349.5
05.06.2018 20:00:00.000 GMT+0100,1.33925,1.33937,1.33845,1.33894,3179.8301
05.06.2018 21:00:00.000 GMT+0100,1.33894,1.33967,1.33850,1.33851,1674.63
05.06.2018 22:00:00.000 GMT+0100,1.33853,1.34040,1.33764,1.33993,3875.74
05.06.2018 23:00:00.000 GMT+0100,1.33996,1.34022,1.33983,1.34018,1973.4
06.06.2018 00:00:00.000 GMT+0100,1.34016,1.34155,1.33985,1.34061,3071.99
06.06.2018 01:00:00.000 GMT+0100,1.34062,1.34122,1.34032,1.34081,2778.1799
06.06.2018 02:00:00.000 GMT+0100,1.34084,1.34164,1.34059,1.34087,2858.53
06.06.2018 03:00:00.000 GMT+0100,1.34088,1.34112,1.34048,1.34071,2089.1499
06.06.2018 04:00:00.000 GMT+0100,1.34069,1.34093,1.34037,1.34091,1582.89
06.06.2018 05:00:00.000 GMT+0100,1.34090,1.34090,1.33997,1.33997,1608.3
06.06.2018 06:00:00.000 GMT+0100,1.33997,1.34114,1.33988,1.34080,3329.21
06.06.2018 07:00:00.000 GMT+0100,1.34079,1.34264,1.34017,1.34030,8499.5703
06.06.2018 08:00:00.000 GMT+0100,1.34029,1.34261,1.33968,1.34209,14133.9297
06.06.2018 09:00:00.000 GMT+0100,1.34211,1.34289,1.34060,1.34091,9598.7695
06.06.2018 10:00:00.000 GMT+0100,1.34092,1.34381,1.34090,1.34280,8437.8896
06.06.2018 11:00:00.000 GMT+0100,1.34277,1.34331,1.34157,1.34164,7842.29
06.06.2018 12:00:00.000 GMT+0100,1.34164,1.34298,1.34130,1.34197,7522.5601
06.06.2018 13:00:00.000 GMT+0100,1.34190,1.34304,1.34133,1.34160,8901.7598
06.06.2018 14:00:00.000 GMT+0100,1.34158,1.34429,1.34147,1.34353,8734.9805
06.06.2018 15:00:00.000 GMT+0100,1.34356,1.34403,1.34227,1.34275,12125.1904
06.06.2018 16:00:00.000 GMT+0100,1.34275,1.34322,1.34131,1.34280,9136.9404
06.06.2018 17:00:00.000 GMT+0100,1.34279,1.34296,1.34067,1.34105,6630.6201
06.06.2018 18:00:00.000 GMT+0100,1.34105,1.34105,1.34002,1.34043,4640
06.06.2018 19:00:00.000 GMT+0100,1.34043,1.34103,1.33987,1.34096,3335.72
06.06.2018 20:00:00.000 GMT+0100,1.34097,1.34167,1.34067,1.34094,3417.49
06.06.2018 21:00:00.000 GMT+0100,1.34091,1.34144,1.34082,1.34113,1677.6801
06.06.2018 22:00:00.000 GMT+0100,1.34108,1.34148,1.34087,1.34143,2482.8
06.06.2018 23:00:00.000 GMT+0100,1.34138,1.34192,1.34138,1.34190,1171.98
07.06.2018 00:00:00.000 GMT+0100,1.34189,1.34211,1.34169,1.34195,1155.76
07.06.2018 01:00:00.000 GMT+0100,1.34195,1.34333,1.34195,1.34312,2820.3899
07.06.2018 02:00:00.000 GMT+0100,1.34311,1.34380,1.34280,1.34280,3289.9299
07.06.2018 03:00:00.000 GMT+0100,1.34281,1.34323,1.34237,1.34249,3117.3401
07.06.2018 04:00:00.000 GMT+0100,1.34250,1.34283,1.34219,1.34239,2604.27
07.06.2018 05:00:00.000 GMT+0100,1.34239,1.34322,1.34217,1.34311,2891.47
07.06.2018 06:00:00.000 GMT+0100,1.34311,1.34396,1.34309,1.34376,3518.4099
07.06.2018 07:00:00.000 GMT+0100,1.34378,1.34486,1.34248,1.34422,7054.29
07.06.2018 08:00:00.000 GMT+0100,1.34408,1.34722,1.34369,1.34683,8436.3301
