Local time,Open,High,Low,Close,Volume
13.05.2018 11:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 12:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 13:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 14:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 15:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 16:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 17:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 18:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 19:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 20:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 21:00:00.000 GMT+0100,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 22:00:00.000 GMT+0100,1.35393,1.35466,1.35373,1.35395,845.81
13.05.2018 23:00:00.000 GMT+0100,1.35403,1.35465,1.35400,1.35462,1366.62
14.05.2018 00:00:00.000 GMT+0100,1.35461,1.35517,1.35453,1.35497,1314.5699
14.05.2018 01:00:00.000 GMT+0100,1.35496,1.35667,1.35478,1.35664,2714.4299
14.05.2018 02:00:00.000 GMT+0100,1.35665,1.35725,1.35636,1.35703,2200.29
14.05.2018 03:00:00.000 GMT+0100,1.35703,1.35739,1.35651,1.35683,1801.26
14.05.2018 04:00:00.000 GMT+0100,1.35683,1.35747,1.35668,1.35683,1817.78
14.05.2018 05:00:00.000 GMT+0100,1.35682,1.35682,1.35605,1.35607,1090.01
14.05.2018 06:00:00.000 GMT+0100,1.35607,1.35654,1.35546,1.35635,3135.47
14.05.2018 07:00:00.000 GMT+0100,1.35635,1.35710,1.35451,1.35498,5668.8501
14.05.2018 08:00:00.000 GMT+0100,1.35497,1.35846,1.35425,1.35844,8577.7402
14.05.2018 09:00:00.000 GMT+0100,1.35845,1.35967,1.35741,1.35873,6670.75
14.05.2018 10:00:00.000 GMT+0100,1.35873,1.35947,1.35774,1.35809,6861.0298
14.05.2018 11:00:00.000 GMT+0100,1.35809,1.35941,1.35799,1.35900,5333.04
14.05.2018 12:00:00.000 GMT+0100,1.35903,1.36029,1.35863,1.35873,5553.96
14.05.2018 13:00:00.000 GMT+0100,1.35873,1.35993,1.35785,1.35823,6300.77
14.05.2018 14:00:00.000 GMT+0100,1.35824,1.36077,1.35787,1.36014,7413.0898
14.05.2018 15:00:00.000 GMT+0100,1.36016,1.36079,1.35856,1.35931,8778.5098
14.05.2018 16:00:00.000 GMT+0100,1.35934,1.35982,1.35847,1.35939,7649.9199
14.05.2018 17:00:00.000 GMT+0100,1.35939,1.35948,1.35783,1.35840,4886.4902
14.05.2018 18:00:00.000 GMT+0100,1.35840,1.35863,1.35602,1.35613,4671.6299
14.05.2018 19:00:00.000 GMT+0100,1.35615,1.35681,1.35553,1.35672,3828.6499
14.05.2018 20:00:00.000 GMT+0100,1.35670,1.35682,1.35585,1.35597,2862.53
14.05.2018 21:00:00.000 GMT+0100,1.35597,1.35612,1.35546,1.35559,2149.7
14.05.2018 22:00:00.000 GMT+0100,1.35559,1.35598,1.35546,1.35566,1300.65
14.05.2018 23:00:00.000 GMT+0100,1.35566,1.35634,1.35565,1.35591,2855.6799
15.05.2018 00:00:00.000 GMT+0100,1.35592,1.35657,1.35590,1.35606,1480.98
15.05.2018 01:00:00.000 GMT+0100,1.35609,1.35682,1.35578,1.35650,2460.9399
15.05.2018 02:00:00.000 GMT+0100,1.35650,1.35718,1.35622,1.35691,1749.5699
15.05.2018 03:00:00.000 GMT+0100,1.35691,1.35713,1.35617,1.35632,1736.02
15.05.2018 04:00:00.000 GMT+0100,1.35632,1.35639,1.35599,1.35613,1267.9399
15.05.2018 05:00:00.000 GMT+0100,1.35613,1.35616,1.35411,1.35416,2718.73
15.05.2018 06:00:00.000 GMT+0100,1.35418,1.35512,1.35399,1.35466,3186.46
15.05.2018 07:00:00.000 GMT+0100,1.35466,1.35558,1.35397,1.35553,6710.5
15.05.2018 08:00:00.000 GMT+0100,1.35551,1.35615,1.35262,1.35269,15501.9805
15.05.2018 09:00:00.000 GMT+0100,1.35267,1.35532,1.35235,1.35367,8339.25
15.05.2018 10:00:00.000 GMT+0100,1.35367,1.35588,1.35339,1.35483,6438.7798
15.05.2018 11:00:00.000 GMT+0100,1.35486,1.35534,1.35372,1.35387,5150.9902
15.05.2018 12:00:00.000 GMT+0100,1.35387,1.35391,1.35128,1.35149,10128.7002
15.05.2018 13:00:00.000 GMT+0100,1.35148,1.35257,1.34809,1.34863,12690.7598
15.05.2018 14:00:00.000 GMT+0100,1.34865,1.34884,1.34511,1.34605,11774.9199
15.05.2018 15:00:00.000 GMT+0100,1.34601,1.35000,1.34598,1.34942,12297.75
15.05.2018 16:00:00.000 GMT+0100,1.34941,1.35156,1.34881,1.35104,10985.6104
15.05.2018 17:00:00.000 GMT+0100,1.35106,1.35261,1.35034,1.35170,7973.5601
15.05.2018 18:00:00.000 GMT+0100,1.35171,1.35196,1.35042,1.35087,7429.6401
15.05.2018 19:00:00.000 GMT+0100,1.35087,1.35198,1.34967,1.35068,8992.5801
15.05.2018 20:00:00.000 GMT+0100,1.35069,1.35141,1.34995,1.35078,6461.5898
15.05.2018 21:00:00.000 GMT+0100,1.35076,1.35126,1.34998,1.35000,2939.6899
15.05.2018 22:00:00.000 GMT+0100,1.34997,1.35102,1.34981,1.35060,5002.7202
15.05.2018 23:00:00.000 GMT+0100,1.35061,1.35090,1.34930,1.34951,3308.0801
16.05.2018 00:00:00.000 GMT+0100,1.34950,1.35057,1.34941,1.34994,2224.0901
16.05.2018 01:00:00.000 GMT+0100,1.34993,1.35099,1.34982,1.35024,3338.8301
16.05.2018 02:00:00.000 GMT+0100,1.35023,1.35029,1.34842,1.34909,4306.7598
16.05.2018 03:00:00.000 GMT+0100,1.34908,1.35014,1.34890,1.34971,2544.26
16.05.2018 04:00:00.000 GMT+0100,1.34973,1.35040,1.34950,1.35021,2915.2
16.05.2018 05:00:00.000 GMT+0100,1.35022,1.35076,1.34970,1.35040,1781.15
16.05.2018 06:00:00.000 GMT+0100,1.35040,1.35161,1.35027,1.35129,3383.3701
16.05.2018 07:00:00.000 GMT+0100,1.35130,1.35209,1.34983,1.35082,8992.21
16.05.2018 08:00:00.000 GMT+0100,1.35081,1.35123,1.34875,1.35005,11211.5801
16.05.2018 09:00:00.000 GMT+0100,1.35000,1.35115,1.34770,1.34888,9449.29
16.05.2018 10:00:00.000 GMT+0100,1.34888,1.34930,1.34658,1.34746,10932.7402
16.05.2018 11:00:00.000 GMT+0100,1.34745,1.34840,1.34649,1.34730,8921.5098
16.05.2018 12:00:00.000 GMT+0100,1.34730,1.34930,1.34675,1.34860,9981.3398
16.05.2018 13:00:00.000 GMT+0100,1.34859,1.34886,1.34554,1.34611,11075.4902
16.05.2018 14:00:00.000 GMT+0100,1.34611,1.35063,1.34606,1.34972,11988.1504
16.05.2018 15:00:00.000 GMT+0100,1.34972,1.35122,1.34798,1.34824,12075.5
16.05.2018 16:00:00.000 GMT+0100,1.34822,1.34933,1.34749,1.34762,15354.0498
16.05.2018 17:00:00.000 GMT+0100,1.34768,1.35051,1.34708,1.34978,7519.5298
16.05.2018 18:00:00.000 GMT+0100,1.34979,1.35030,1.34940,1.35009,5644.9702
16.05.2018 19:00:00.000 GMT+0100,1.35006,1.35053,1.34828,1.34833,4586.23
16.05.2018 20:00:00.000 GMT+0100,1.34833,1.34900,1.34802,1.34896,3215.28
16.05.2018 21:00:00.000 GMT+0100,1.34895,1.34921,1.34829,1.34832,1703.61
16.05.2018 22:00:00.000 GMT+0100,1.34825,1.35149,1.34825,1.35132,3435.3401
16.05.2018 23:00:00.000 GMT+0100,1.35133,1.35270,1.35096,1.35259,1985.8101
17.05.2018 00:00:00.000 GMT+0100,1.35259,1.35515,1.35230,1.35468,2542.99
17.05.2018 01:00:00.000 GMT+0100,1.35468,1.35494,1.35434,1.35441,3087.3501
17.05.2018 02:00:00.000 GMT+0100,1.35441,1.35556,1.35399,1.35495,3487.49
17.05.2018 03:00:00.000 GMT+0100,1.35497,1.35688,1.35497,1.35620,4204.4502
17.05.2018 04:00:00.000 GMT+0100,1.35620,1.35651,1.35536,1.35583,2658.4099
17.05.2018 05:00:00.000 GMT+0100,1.35583,1.35583,1.35425,1.35439,2356.8999
17.05.2018 06:00:00.000 GMT+0100,1.35438,1.35625,1.35376,1.35607,4357.6699
17.05.2018 07:00:00.000 GMT+0100,1.35606,1.35662,1.35239,1.35281,11371.3203
17.05.2018 08:00:00.000 GMT+0100,1.35281,1.35373,1.34929,1.35291,564242.0625
17.05.2018 09:00:00.000 GMT+0100,1.35294,1.35345,1.35161,1.35300,8702.5596
17.05.2018 10:00:00.000 GMT+0100,1.35300,1.35376,1.34970,1.34983,7775.7402
17.05.2018 11:00:00.000 GMT+0100,1.34988,1.35020,1.34741,1.34957,10088.96
17.05.2018 12:00:00.000 GMT+0100,1.34957,1.35012,1.34835,1.34970,7575.4102
17.05.2018 13:00:00.000 GMT+0100,1.34971,1.35161,1.34920,1.35147,10236.9502
17.05.2018 14:00:00.000 GMT+0100,1.35146,1.35169,1.34808,1.34876,10294.3496
17.05.2018 15:00:00.000 GMT+0100,1.34876,1.35150,1.34830,1.35032,9418.46
17.05.2018 16:00:00.000 GMT+0100,1.35034,1.35167,1.34958,1.35052,10031.7002
17.05.2018 17:00:00.000 GMT+0100,1.35052,1.35265,1.35051,1.35149,6639.3599
17.05.2018 18:00:00.000 GMT+0100,1.35146,1.35216,1.35143,1.35169,4886.0098
17.05.2018 19:00:00.000 GMT+0100,1.35171,1.35192,1.34959,1.35072,4518.1602
17.05.2018 20:00:00.000 GMT+0100,1.35076,1.35117,1.35040,1.35092,2905.9099
17.05.2018 21:00:00.000 GMT+0100,1.35092,1.35178,1.35087,1.35153,1913.84
17.05.2018 22:00:00.000 GMT+0100,1.35153,1.35162,1.35127,1.35150,1382.47
17.05.2018 23:00:00.000 GMT+0100,1.35151,1.35185,1.35148,1.35161,1254.25
18.05.2018 00:00:00.000 GMT+0100,1.35161,1.35164,1.35101,1.35102,1246.21
18.05.2018 01:00:00.000 GMT+0100,1.35103,1.35191,1.35093,1.35149,2837.1899
18.05.2018 02:00:00.000 GMT+0100,1.35146,1.35149,1.35065,1.35106,2288.5
18.05.2018 03:00:00.000 GMT+0100,1.35104,1.35186,1.35098,1.35123,2728.1299
18.05.2018 04:00:00.000 GMT+0100,1.35123,1.35124,1.35047,1.35096,2546.6001
18.05.2018 05:00:00.000 GMT+0100,1.35096,1.35121,1.35067,1.35075,1257.71
18.05.2018 06:00:00.000 GMT+0100,1.35075,1.35193,1.35065,1.35172,1921.98
18.05.2018 07:00:00.000 GMT+0100,1.35173,1.35238,1.35030,1.35162,5493.7202
18.05.2018 08:00:00.000 GMT+0100,1.35162,1.35280,1.35010,1.35068,7597.4102
18.05.2018 09:00:00.000 GMT+0100,1.35066,1.35081,1.34904,1.34986,7321.7798
18.05.2018 10:00:00.000 GMT+0100,1.34988,1.35083,1.34804,1.34810,9055.5996
18.05.2018 11:00:00.000 GMT+0100,1.34813,1.34962,1.34719,1.34827,6798.5
18.05.2018 12:00:00.000 GMT+0100,1.34824,1.34998,1.34790,1.34956,7893.71
18.05.2018 13:00:00.000 GMT+0100,1.34956,1.34970,1.34660,1.34749,9995.7803
18.05.2018 14:00:00.000 GMT+0100,1.34746,1.34767,1.34568,1.34615,11857.9697
18.05.2018 15:00:00.000 GMT+0100,1.34618,1.34816,1.34548,1.34746,13122.2305
18.05.2018 16:00:00.000 GMT+0100,1.34746,1.34793,1.34655,1.34746,8199.3096
18.05.2018 17:00:00.000 GMT+0100,1.34743,1.34895,1.34725,1.34816,5815.7202
18.05.2018 18:00:00.000 GMT+0100,1.34814,1.34842,1.34765,1.34797,2953.8501
18.05.2018 19:00:00.000 GMT+0100,1.34797,1.34872,1.34723,1.34813,3126.8799
18.05.2018 20:00:00.000 GMT+0100,1.34812,1.34823,1.34763,1.34784,2987.6001
18.05.2018 21:00:00.000 GMT+0100,1.34783,1.34833,1.34635,1.34679,2927.5901
18.05.2018 22:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
18.05.2018 23:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 00:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 01:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 02:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 03:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 04:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 05:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 06:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 07:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 08:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 09:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 10:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 11:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 12:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 13:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 14:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 15:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 16:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 17:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 18:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 19:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 20:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 21:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 22:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
19.05.2018 23:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 00:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 01:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 02:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 03:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 04:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 05:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 06:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 07:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 08:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 09:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 10:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 11:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 12:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 13:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 14:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 15:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 16:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 17:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 18:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 19:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 20:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 21:00:00.000 GMT+0100,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 22:00:00.000 GMT+0100,1.34590,1.34781,1.34589,1.34718,581.95
20.05.2018 23:00:00.000 GMT+0100,1.34715,1.34825,1.34715,1.34746,1995.47
21.05.2018 00:00:00.000 GMT+0100,1.34748,1.34783,1.34726,1.34758,1322.34
21.05.2018 01:00:00.000 GMT+0100,1.34758,1.34758,1.34530,1.34583,4134.9502
21.05.2018 02:00:00.000 GMT+0100,1.34584,1.34647,1.34539,1.34552,3307.6799
21.05.2018 03:00:00.000 GMT+0100,1.34552,1.34567,1.34268,1.34319,4261.0898
21.05.2018 04:00:00.000 GMT+0100,1.34319,1.34384,1.34311,1.34353,3611.1001
21.05.2018 05:00:00.000 GMT+0100,1.34352,1.34362,1.34261,1.34324,2856.6299
21.05.2018 06:00:00.000 GMT+0100,1.34324,1.34389,1.34294,1.34374,3526.6599
21.05.2018 07:00:00.000 GMT+0100,1.34378,1.34394,1.34122,1.34146,7458.3599
21.05.2018 08:00:00.000 GMT+0100,1.34144,1.34207,1.34023,1.34073,7184.27
21.05.2018 09:00:00.000 GMT+0100,1.34074,1.34213,1.33949,1.34020,8303.7197
21.05.2018 10:00:00.000 GMT+0100,1.34020,1.34099,1.33907,1.34074,7514.6802
21.05.2018 11:00:00.000 GMT+0100,1.34073,1.34121,1.33988,1.34010,7201.5298
21.05.2018 12:00:00.000 GMT+0100,1.34009,1.34310,1.33972,1.34269,7622.6201
21.05.2018 13:00:00.000 GMT+0100,1.34269,1.34333,1.34126,1.34280,9100.7598
21.05.2018 14:00:00.000 GMT+0100,1.34283,1.34353,1.34165,1.34261,8648.5195
21.05.2018 15:00:00.000 GMT+0100,1.34261,1.34388,1.34079,1.34103,9450.1396
21.05.2018 16:00:00.000 GMT+0100,1.34103,1.34237,1.34052,1.34180,7331.6499
21.05.2018 17:00:00.000 GMT+0100,1.34180,1.34217,1.34051,1.34095,5880.25
21.05.2018 18:00:00.000 GMT+0100,1.34094,1.34177,1.34042,1.34140,3484.8101
21.05.2018 19:00:00.000 GMT+0100,1.34141,1.34167,1.34052,1.34142,2713.27
21.05.2018 20:00:00.000 GMT+0100,1.34142,1.34276,1.34122,1.34255,4455.8301
21.05.2018 21:00:00.000 GMT+0100,1.34255,1.34325,1.34202,1.34217,2080.8
21.05.2018 22:00:00.000 GMT+0100,1.34217,1.34344,1.34197,1.34301,3045.8101
21.05.2018 23:00:00.000 GMT+0100,1.34300,1.34349,1.34280,1.34319,1150.53
22.05.2018 00:00:00.000 GMT+0100,1.34319,1.34337,1.34284,1.34309,1314.2
22.05.2018 01:00:00.000 GMT+0100,1.34306,1.34378,1.34270,1.34318,2116.6799
22.05.2018 02:00:00.000 GMT+0100,1.34318,1.34321,1.34181,1.34186,3330.77
22.05.2018 03:00:00.000 GMT+0100,1.34187,1.34210,1.34151,1.34181,2873.8401
22.05.2018 04:00:00.000 GMT+0100,1.34181,1.34251,1.34181,1.34206,1833.03
22.05.2018 05:00:00.000 GMT+0100,1.34206,1.34211,1.34144,1.34147,1304.9301
22.05.2018 06:00:00.000 GMT+0100,1.34147,1.34277,1.34146,1.34267,3466.5901
22.05.2018 07:00:00.000 GMT+0100,1.34265,1.34316,1.34123,1.34195,7951.2402
22.05.2018 08:00:00.000 GMT+0100,1.34196,1.34620,1.34168,1.34488,12461
22.05.2018 09:00:00.000 GMT+0100,1.34495,1.34911,1.34495,1.34638,12480.8301
22.05.2018 10:00:00.000 GMT+0100,1.34639,1.34740,1.34547,1.34732,8257.4697
22.05.2018 11:00:00.000 GMT+0100,1.34732,1.34800,1.34541,1.34549,8273.2598
22.05.2018 12:00:00.000 GMT+0100,1.34549,1.34652,1.34477,1.34549,8960.2803
22.05.2018 13:00:00.000 GMT+0100,1.34550,1.34564,1.34299,1.34401,11182.0898
22.05.2018 14:00:00.000 GMT+0100,1.34401,1.34550,1.34335,1.34501,8452.6396
22.05.2018 15:00:00.000 GMT+0100,1.34495,1.34512,1.34132,1.34208,11313.96
22.05.2018 16:00:00.000 GMT+0100,1.34207,1.34455,1.34173,1.34442,9067.4697
22.05.2018 17:00:00.000 GMT+0100,1.34443,1.34452,1.34268,1.34323,5777.0498
22.05.2018 18:00:00.000 GMT+0100,1.34324,1.34346,1.34226,1.34247,4516.4302
22.05.2018 19:00:00.000 GMT+0100,1.34246,1.34332,1.34178,1.34292,3496.8601
22.05.2018 20:00:00.000 GMT+0100,1.34291,1.34369,1.34283,1.34343,3594.6299
22.05.2018 21:00:00.000 GMT+0100,1.34345,1.34356,1.34278,1.34278,2069.0801
22.05.2018 22:00:00.000 GMT+0100,1.34278,1.34341,1.34278,1.34328,1319.8
22.05.2018 23:00:00.000 GMT+0100,1.34328,1.34370,1.34320,1.34336,1161.5
23.05.2018 00:00:00.000 GMT+0100,1.34337,1.34405,1.34304,1.34405,1126.11
23.05.2018 01:00:00.000 GMT+0100,1.34407,1.34422,1.34281,1.34314,2963.5901
23.05.2018 02:00:00.000 GMT+0100,1.34315,1.34415,1.34134,1.34203,5351.8398
23.05.2018 03:00:00.000 GMT+0100,1.34200,1.34219,1.34080,1.34097,4164.6602
23.05.2018 04:00:00.000 GMT+0100,1.34096,1.34157,1.34023,1.34137,3299.4199
23.05.2018 05:00:00.000 GMT+0100,1.34139,1.34179,1.34080,1.34160,2085.9199
23.05.2018 06:00:00.000 GMT+0100,1.34159,1.34175,1.34049,1.34049,3890.03
23.05.2018 07:00:00.000 GMT+0100,1.34049,1.34078,1.33856,1.33969,8735.8604
23.05.2018 08:00:00.000 GMT+0100,1.33971,1.33971,1.33716,1.33838,16358.0801
23.05.2018 09:00:00.000 GMT+0100,1.33837,1.33933,1.33463,1.33633,14680.3896
23.05.2018 10:00:00.000 GMT+0100,1.33636,1.33771,1.33497,1.33531,13782.79
23.05.2018 11:00:00.000 GMT+0100,1.33532,1.33615,1.33446,1.33481,10379.7402
23.05.2018 12:00:00.000 GMT+0100,1.33481,1.33526,1.33106,1.33129,11685.6699
23.05.2018 13:00:00.000 GMT+0100,1.33129,1.33275,1.33050,1.33217,11677.5098
23.05.2018 14:00:00.000 GMT+0100,1.33218,1.33537,1.33126,1.33474,13028.6299
23.05.2018 15:00:00.000 GMT+0100,1.33474,1.33643,1.33396,1.33399,11707.8799
23.05.2018 16:00:00.000 GMT+0100,1.33401,1.33558,1.33360,1.33395,9374.9404
23.05.2018 17:00:00.000 GMT+0100,1.33396,1.33527,1.33348,1.33369,9225.0898
23.05.2018 18:00:00.000 GMT+0100,1.33369,1.33373,1.33191,1.33264,5371.5
23.05.2018 19:00:00.000 GMT+0100,1.33262,1.33575,1.33198,1.33464,9315.1396
23.05.2018 20:00:00.000 GMT+0100,1.33463,1.33581,1.33457,1.33546,5242.1001
23.05.2018 21:00:00.000 GMT+0100,1.33546,1.33559,1.33448,1.33449,4317.3599
23.05.2018 22:00:00.000 GMT+0100,1.33446,1.33595,1.33400,1.33524,5886.5601
23.05.2018 23:00:00.000 GMT+0100,1.33525,1.33561,1.33506,1.33547,1574.28
24.05.2018 00:00:00.000 GMT+0100,1.33547,1.33799,1.33535,1.33695,3618.1799
24.05.2018 01:00:00.000 GMT+0100,1.33695,1.33711,1.33511,1.33580,6596.6299
24.05.2018 02:00:00.000 GMT+0100,1.33579,1.33667,1.33500,1.33559,7169.3501
24.05.2018 03:00:00.000 GMT+0100,1.33560,1.33703,1.33497,1.33595,6292.75
24.05.2018 04:00:00.000 GMT+0100,1.33595,1.33671,1.33569,1.33670,4299.0298
24.05.2018 05:00:00.000 GMT+0100,1.33670,1.33765,1.33650,1.33681,4344.9302
24.05.2018 06:00:00.000 GMT+0100,1.33680,1.33725,1.33568,1.33693,5117.7202
24.05.2018 07:00:00.000 GMT+0100,1.33691,1.33758,1.33521,1.33623,12161.1699
24.05.2018 08:00:00.000 GMT+0100,1.33623,1.33797,1.33509,1.33615,12632.1699
24.05.2018 09:00:00.000 GMT+0100,1.33610,1.34216,1.33552,1.34067,12371.3398
24.05.2018 10:00:00.000 GMT+0100,1.34067,1.34176,1.33847,1.33929,9761.3896
24.05.2018 11:00:00.000 GMT+0100,1.33928,1.34122,1.33914,1.34054,8604.6602
24.05.2018 12:00:00.000 GMT+0100,1.34053,1.34060,1.33896,1.34033,10059.5098
24.05.2018 13:00:00.000 GMT+0100,1.34028,1.34144,1.33947,1.33947,9774.46
24.05.2018 14:00:00.000 GMT+0100,1.33947,1.34006,1.33778,1.33916,12107.5801
24.05.2018 15:00:00.000 GMT+0100,1.33917,1.34050,1.33644,1.33782,14021.0303
24.05.2018 16:00:00.000 GMT+0100,1.33781,1.33835,1.33687,1.33823,9716.9902
24.05.2018 17:00:00.000 GMT+0100,1.33823,1.33893,1.33760,1.33859,5947.04
24.05.2018 18:00:00.000 GMT+0100,1.33860,1.34014,1.33860,1.33964,6070.1401
24.05.2018 19:00:00.000 GMT+0100,1.33964,1.33965,1.33789,1.33854,4316.4902
24.05.2018 20:00:00.000 GMT+0100,1.33850,1.33937,1.33794,1.33831,5849.6099
24.05.2018 21:00:00.000 GMT+0100,1.33830,1.33885,1.33769,1.33769,2910.25
24.05.2018 22:00:00.000 GMT+0100,1.33769,1.33855,1.33727,1.33842,2086.3701
24.05.2018 23:00:00.000 GMT+0100,1.33847,1.33873,1.33805,1.33848,1439.09
25.05.2018 00:00:00.000 GMT+0100,1.33848,1.33848,1.33795,1.33823,891.08
25.05.2018 01:00:00.000 GMT+0100,1.33823,1.33837,1.33703,1.33705,3999.4299
25.05.2018 02:00:00.000 GMT+0100,1.33704,1.33715,1.33613,1.33684,5260.8799
25.05.2018 03:00:00.000 GMT+0100,1.33685,1.33720,1.33642,1.33698,4183.7598
25.05.2018 04:00:00.000 GMT+0100,1.33697,1.33745,1.33686,1.33717,2599.1101
25.05.2018 05:00:00.000 GMT+0100,1.33717,1.33721,1.33676,1.33688,1958.5699
25.05.2018 06:00:00.000 GMT+0100,1.33688,1.33698,1.33646,1.33660,2097
25.05.2018 07:00:00.000 GMT+0100,1.33656,1.33668,1.33527,1.33575,7310.6001
25.05.2018 08:00:00.000 GMT+0100,1.33576,1.33589,1.33339,1.33448,10032.7305
25.05.2018 09:00:00.000 GMT+0100,1.33450,1.33734,1.33315,1.33734,13421.4404
25.05.2018 10:00:00.000 GMT+0100,1.33736,1.33775,1.33480,1.33538,9635.0195
25.05.2018 11:00:00.000 GMT+0100,1.33535,1.33660,1.33344,1.33390,8822.6904
25.05.2018 12:00:00.000 GMT+0100,1.33384,1.33474,1.33221,1.33255,11790.7402
25.05.2018 13:00:00.000 GMT+0100,1.33257,1.33509,1.33232,1.33458,11339.4502
25.05.2018 14:00:00.000 GMT+0100,1.33456,1.33513,1.33099,1.33147,14998.6299
25.05.2018 15:00:00.000 GMT+0100,1.33144,1.33320,1.33050,1.33152,12058.8203
25.05.2018 16:00:00.000 GMT+0100,1.33153,1.33235,1.33073,1.33200,9252.2002
25.05.2018 17:00:00.000 GMT+0100,1.33200,1.33245,1.33116,1.33162,6491.8799
25.05.2018 18:00:00.000 GMT+0100,1.33162,1.33233,1.33075,1.33104,5941.77
25.05.2018 19:00:00.000 GMT+0100,1.33104,1.33216,1.33075,1.33207,5793.8301
